summary_level,slide,fov,target_type,n_cells,n_tgf_query,n_target,median_actual_distance,median_random_query_distance,median_random_target_distance,ratio_actual_to_random_query,ratio_actual_to_random_target,n_fov
fov,slide5b3,19,PanCK-high tumor epithelial-like,2931,328,684,60.3768514743299,81.7755804080062,68.1358911546303,0.738323729077669,0.886124044922349,
fov,slide5b3,20,CAF/matrix-like,3489,513,466,65.1152823843988,104.019228991567,85.2877482408816,0.625992742069622,0.763477565388303,
fov,slide5b3,20,PanCK-high tumor epithelial-like,3489,513,792,81.4125297481905,105.304320899002,61.0327780786685,0.773116706448102,1.33391486199847,
fov,slide6,1,CAF/matrix-like,5195,1000,1932,0,60.5061167700814,60.638176997818,0,0,
fov,slide6,1,PanCK-high tumor epithelial-like,5195,1000,816,184.439267367115,132.355400313342,67.0932136633141,1.39351523950264,2.74900034290598,
fov,slide6,2,CAF/matrix-like,5336,536,1081,0,75.421924954825,74.3303437365925,0,0,
fov,slide6,2,PanCK-high tumor epithelial-like,5336,536,1112,126.304105013399,105.799100222094,58.0299456444129,1.19381076727743,2.1765332297112,
fov,slide6,3,CAF/matrix-like,5375,1000,1520,0,72.8250740402046,67.2346553505072,0,0,
fov,slide6,3,PanCK-high tumor epithelial-like,5375,1000,1118,146.374015185637,103.54665793955,54.977236247126,1.4136044378283,2.66244768157637,
fov,slide6,4,CAF/matrix-like,5478,567,1125,0,72.4223722339996,75.4320886625844,0,0,
fov,slide6,4,PanCK-high tumor epithelial-like,5478,567,956,145.910931735768,120.332871651931,60.4400529450463,1.21256087162802,2.41414301652638,
fov,slide6,5,CAF/matrix-like,5472,599,1096,0,80.9197132965756,74.3303437365925,0,0,
fov,slide6,5,PanCK-high tumor epithelial-like,5472,599,980,119.104995697074,112.445542374965,70.6045324324154,1.05922380897859,1.68693130021199,
fov,slide6,6,CAF/matrix-like,5234,619,882,0,99.1564420499243,77.8267306264371,0,0,
fov,slide6,6,PanCK-high tumor epithelial-like,5234,619,1305,113.740933704625,74.0945342113708,53.1507290636733,1.53507859810758,2.13996939850753,
fov,slide6,7,CAF/matrix-like,5170,1000,2097,0,54.1802309313612,62.5699358398779,0,0,
fov,slide6,7,PanCK-high tumor epithelial-like,5170,1000,1038,162.936987910495,110.776612260342,58.2236431817238,1.47086090272889,2.79846775307321,
fov,slide6,8,CAF/matrix-like,4677,553,818,0,128.413394939936,78.7464284904401,0,0,
fov,slide6,8,PanCK-high tumor epithelial-like,4677,553,627,171.207476472262,153.574086355739,81.3203541556479,1.11482008804322,2.10534592784199,
fov,slide6,9,CAF/matrix-like,4343,355,537,68.47627326308,99.3277403347121,98.0612053770501,0.689397272426921,0.698301361887052,
fov,slide6,9,PanCK-high tumor epithelial-like,4343,355,561,67.3572564761957,170.578427709954,99.4635611668917,0.394875585268776,0.677205357278287,
fov,slide6,10,CAF/matrix-like,3101,264,468,0,140.300062940948,96.1488979859967,0,0,
fov,slide6,10,PanCK-high tumor epithelial-like,3101,264,276,234.734532240852,278.766443538675,101.178078243252,0.842047304048223,2.32001374523545,
fov,slide6,11,CAF/matrix-like,4103,204,147,83.3226990364344,233.019862733206,195.047994365931,0.357577667667901,0.427190750191013,
fov,slide6,11,PanCK-high tumor epithelial-like,4103,204,299,144.614655834337,266.430471785685,132.964275055335,0.542785721412017,1.08762038355155,
fov,slide6,12,CAF/matrix-like,4479,228,167,65.1920240520265,208.12718148531,179.660106596639,0.313231667227607,0.362863104597791,
fov,slide6,12,PanCK-high tumor epithelial-like,4479,228,497,101.154809304644,195.813529520943,104.378637876606,0.51658743679315,0.969114096164263,
fov,slide6,13,CAF/matrix-like,4564,331,233,77.6208734813001,185.779439120695,153.169840373358,0.417811970198017,0.506763428701733,
fov,slide6,13,PanCK-high tumor epithelial-like,4564,331,742,70.8378429936994,97.9846926820715,88.5889383614004,0.722948054994111,0.799624019702267,
fov,slide6,14,CAF/matrix-like,3527,362,241,89.123782329456,180.136847550366,152.823055973376,0.494755978809596,0.583182830377263,
fov,slide6,14,PanCK-high tumor epithelial-like,3527,362,750,74.1440836374852,91.8033018145702,87.1865301876646,0.807640707599449,0.850407551234048,
fov,slide6,15,CAF/matrix-like,4299,435,293,82.2921624457639,151.700362557246,132.853302555864,0.542465166585939,0.619421277925405,
fov,slide6,15,PanCK-high tumor epithelial-like,4299,435,751,65.299310869258,96.8762096698669,85.2349693494401,0.674048985729148,0.766109395799143,
fov,slide6,16,CAF/matrix-like,3450,24,37,249.047660175719,422.384373612834,345.939776177264,0.589623280912379,0.719916232032548,
fov,slide6,16,PanCK-high tumor epithelial-like,3450,24,498,51.132604596193,124.265419209173,88.6203794838298,0.411478953047451,0.576984717217589,
fov,slide6,17,CAF/matrix-like,3777,187,225,0,162.003086390352,146.696966567138,0,0,
fov,slide6,17,PanCK-high tumor epithelial-like,3777,187,365,110.67520047418,535.392379475091,119.632771429905,0.20671792262469,0.925124438323545,
fov,slide6,18,CAF/matrix-like,4078,264,274,0,150.281316076375,141.091869209333,0,0,
fov,slide6,18,PanCK-high tumor epithelial-like,4078,264,650,73.0682607844163,125.821289553106,86.5736611169891,0.580730503112324,0.844001048837214,
fov,slide6,19,CAF/matrix-like,4015,161,143,85.0058821494137,190.965965554075,170.017646142981,0.445136293803846,0.499982702253891,
fov,slide6,19,PanCK-high tumor epithelial-like,4015,161,485,77.6208734813001,110.059075046086,95.7078889120432,0.705265544425094,0.811018552009174,
fov,slide6,20,CAF/matrix-like,3331,205,259,0,147.258276507638,139.344895851983,0,0,
fov,slide6,20,PanCK-high tumor epithelial-like,3331,205,344,188.281703837627,890.847910700811,123.842642090679,0.211351120181121,1.52033015978265,
slide,slide1,,CAF/matrix-like,,,,124.903963107661,177.124250174842,107.28930861554,0.777817459305202,1.12053668351698,23
slide,slide1,,PanCK-high tumor epithelial-like,,,,42.5146931724534,114.550084403416,87.1287324327576,0.467431740673887,0.595894379929173,23
slide,slide2,,CAF/matrix-like,,,,186.424247349963,207.280003859514,138.405202214368,0.784952896955472,1.08165215540333,21
slide,slide2,,PanCK-high tumor epithelial-like,,,,69.8493368001458,104.801714405876,67.5497073469777,0.577564676187004,0.825902995140213,21
slide,slide3,,CAF/matrix-like,,,,70.9423764275358,119.075646378342,107.203278964817,0.51691341708432,0.609261337604438,20
slide,slide3,,PanCK-high tumor epithelial-like,,,,104.149538248094,151.24558689831,91.4001844824484,0.651077171619764,1.05027624782385,20
slide,slide4,,CAF/matrix-like,,,,0,105.287534657668,84.7352184305704,0,0,20
slide,slide4,,PanCK-high tumor epithelial-like,,,,179.897671540272,245.937831852452,102.866891128218,0.776265598395612,1.88844490069539,20
slide,slide5,,CAF/matrix-like,,,,34.6738669473464,157.074208614078,104.083864056837,0.214191963712031,0.367619840754268,16
slide,slide5,,PanCK-high tumor epithelial-like,,,,196.936325571957,268.797960065243,108.816392756655,0.792848118101599,1.32479560873615,14
slide,slide5b2,,CAF/matrix-like,,,,84.9572757663311,139.359247988786,107.90235150612,0.534367103681496,0.894590863165064,25
slide,slide5b2,,PanCK-high tumor epithelial-like,,,,77.2462278802942,148.045494902872,100.232078522341,0.720847361519755,0.92378026162753,25
slide,slide5b3,,CAF/matrix-like,,,,89.0224690738243,151.211772028503,115.550854605234,0.640496884977319,0.815010699400061,15
slide,slide5b3,,PanCK-high tumor epithelial-like,,,,72.1803297304744,133.749765519043,97.9910837754059,0.606175636385423,0.886124044922349,15
slide,slide6,,CAF/matrix-like,,,,0,143.779169724293,115.457253966457,0,0,20
slide,slide6,,PanCK-high tumor epithelial-like,,,,116.42296470085,122.299145430552,86.8800956523269,0.76529438129678,1.3039752716671,20
overall,all,,CAF/matrix-like,,,,77.9498260969334,147.495470876398,107.59583006083,0.525640260382908,0.712136018502249,160
overall,all,,PanCK-high tumor epithelial-like,,,,90.697883064194,140.897630210957,94.6956341289271,0.68596226656976,0.987028254725689,158
