summary_level,slide,cell_state,feature_type,marker_family,marker,display_marker,available,n_cells,n_other,mean_value,median_value,pct_detected,other_mean_value,delta_mean_value,log2_fc_raw_vs_other
slide,slide1,CAF/matrix-like,gene,caf_matrix,ACTA2,ACTA2,TRUE,10179,113986,0.184262617961536,0,0.21347873072011,0.0367426207474907,0.147519997214046,1.77890280638694
slide,slide1,CAF/matrix-like,gene,caf_matrix,TAGLN,TAGLN,TRUE,10179,113986,0.422663178868782,0,0.427743393260635,0.0829191675173659,0.339744011351416,2.1903952883442
slide,slide1,CAF/matrix-like,gene,caf_matrix,COL1A1,COL1A1,TRUE,10179,113986,1.96965125089397,1.94591014905531,0.951763434522055,0.450097832928663,1.51955341796531,2.67763899177867
slide,slide1,CAF/matrix-like,gene,caf_matrix,COL1A2,COL1A2,TRUE,10179,113986,1.54385299015576,1.6094379124341,0.900186658807349,0.235513115716424,1.30833987443933,3.0861560949278
slide,slide1,CAF/matrix-like,gene,caf_matrix,COL3A1,COL3A1,TRUE,10179,113986,1.66918763569488,1.6094379124341,0.92936437764024,0.278593696660655,1.39059393903423,2.98039101424882
slide,slide1,CAF/matrix-like,gene,caf_matrix,DCN,DCN,TRUE,10179,113986,0.348030769992298,0,0.388053836329698,0.0635272433876796,0.284503526604618,2.12272523389833
slide,slide1,CAF/matrix-like,gene,caf_matrix,LUM,LUM,TRUE,10179,113986,0.345876970080595,0,0.360546222615188,0.0497826055612238,0.296094364519371,2.37185672237161
slide,slide1,CAF/matrix-like,gene,caf_matrix,FN1,FN1,TRUE,10179,113986,0.768423140510717,0.693147180559945,0.60487277728657,0.216847159223611,0.551575981287106,1.8086784105345
slide,slide1,CAF/matrix-like,gene,caf_matrix,POSTN,POSTN,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,caf_matrix,MMP2,MMP2,TRUE,10179,113986,0.389835567360933,0,0.421259455742214,0.0829555610151728,0.30688000634576,2.00439516360635
slide,slide1,CAF/matrix-like,gene,caf_matrix,PDPN,PDPN,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,tgfb_emt,TGFB1,TGFB1,TRUE,10179,113986,0.123594963247046,0,0.153060222025739,0.114650109497338,0.00894485374970769,0.0284925168119823
slide,slide1,CAF/matrix-like,gene,tgfb_emt,TGFB2,TGFB2,TRUE,10179,113986,0.0318306662705044,0,0.0429315256901464,0.0330337369459798,-0.00120307067547541,-0.0237595624902226
slide,slide1,CAF/matrix-like,gene,tgfb_emt,TGFBR1,TGFBR1,TRUE,10179,113986,0.0745012352387287,0,0.0971608212987523,0.0480671191556362,0.0264341160830925,0.409147839584284
slide,slide1,CAF/matrix-like,gene,tgfb_emt,TGFBR2,TGFBR2,TRUE,10179,113986,0.0777029583948654,0,0.101581687788584,0.10360848125309,-0.0259055228582249,-0.395498120095166
slide,slide1,CAF/matrix-like,gene,tgfb_emt,VIM,VIM,TRUE,10179,113986,0.790985121048589,0.693147180559945,0.61617054720503,0.635004701507536,0.155980419541053,-0.49280858809159
slide,slide1,CAF/matrix-like,gene,tgfb_emt,ZEB1,ZEB1,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,tgfb_emt,SNAI1,SNAI1,TRUE,10179,113986,0.0339774592473141,0,0.0461734944493565,0.0311872831462825,0.00279017610103157,0.0598893917233554
slide,slide1,CAF/matrix-like,gene,tgfb_emt,SNAI2,SNAI2,TRUE,10179,113986,0.126774903640906,0,0.153944395323706,0.0943173821356373,0.0324575215052689,0.240878265074058
slide,slide1,CAF/matrix-like,gene,tgfb_emt,MMP2,MMP2,TRUE,10179,113986,0.389835567360933,0,0.421259455742214,0.0829555610151728,0.30688000634576,2.00439516360635
slide,slide1,CAF/matrix-like,gene,tgfb_emt,MMP9,MMP9,TRUE,10179,113986,0.0482328469796363,0,0.049218980253463,0.052029085845133,-0.00379623886549667,-0.0711694068748489
slide,slide1,CAF/matrix-like,gene,tgfb_emt,ITGA5,ITGA5,TRUE,10179,113986,0.142229596315165,0,0.172119068670793,0.0951135285124387,0.0471160678027264,0.396696119406894
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,EPCAM,EPCAM,TRUE,10179,113986,0.0269699318795435,0,0.0366440711268297,0.28764398972382,-0.260674057844277,-2.96087458506981
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT8,KRT8,TRUE,10179,113986,0.132023567401345,0,0.167599960703409,0.441399242126354,-0.309375674725008,-2.17407819955862
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT18,KRT18,TRUE,10179,113986,0.06752052217713,0,0.0917575400334021,0.248885975490377,-0.181365453313247,-1.85466860184355
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT19,KRT19,TRUE,10179,113986,0.196759948880077,0,0.210924452303763,0.667294067674514,-0.470534118794437,-2.91583930462346
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,MSLN,MSLN,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT17,KRT17,TRUE,10179,113986,0.127405918074704,0,0.145888594164456,0.471403504769398,-0.343997586694693,-2.68368639355133
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT5,KRT5,TRUE,10179,113986,0.0182806001109415,0,0.0250515767757147,0.0237371182560542,-0.00545651814511262,-0.150050888675387
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,KRT6A,KRT6A,TRUE,10179,113986,0.0885701552604018,0,0.103546517339621,0.251493859177818,-0.162923703917416,-2.11775660088682
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,S100A2,S100A2,TRUE,10179,113986,0.104326138119452,0,0.117202082719324,0.364380710375976,-0.260054572256524,-2.59591431010208
slide,slide1,CAF/matrix-like,gene,tumor_epithelial,LAMC2,LAMC2,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,immune_myeloid,PTPRC,PTPRC,TRUE,10179,113986,0.0166052469366076,0,0.022693781314471,0.0327858585451275,-0.01618061160852,-0.426490432084915
slide,slide1,CAF/matrix-like,gene,immune_myeloid,LYZ,LYZ,TRUE,10179,113986,0.0494143718490802,0,0.0575695058453679,0.232499287499028,-0.183084915649947,-2.14014020475289
slide,slide1,CAF/matrix-like,gene,immune_myeloid,CD68,CD68,TRUE,10179,113986,0.115512616282491,0,0.132527753217408,0.17919583080869,-0.0636832145261991,-0.656673164568642
slide,slide1,CAF/matrix-like,gene,immune_myeloid,CD163,CD163,TRUE,10179,113986,0.0314363476357277,0,0.0395913154533844,0.0572289287475614,-0.0257925811118337,-0.570599996802924
slide,slide1,CAF/matrix-like,gene,immune_myeloid,CD14,CD14,TRUE,10179,113986,0.0303608209124273,0,0.0406719717064545,0.0556204003077107,-0.0252595793952835,-0.555787615004889
slide,slide1,CAF/matrix-like,gene,immune_myeloid,C1QA,C1QA,TRUE,10179,113986,0.0453468300195558,0,0.0579624717555752,0.0766340597590189,-0.0312872297394631,-0.594734213240731
slide,slide1,CAF/matrix-like,gene,immune_myeloid,C1QB,C1QB,TRUE,10179,113986,0.0654562824717907,0,0.0770213184006287,0.10657419025374,-0.0411179077819495,-0.676070227713107
slide,slide1,CAF/matrix-like,gene,immune_myeloid,APOE,APOE,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,gene,immune_myeloid,HLA-DRA,HLA-DRA,TRUE,10179,113986,0.0657548422411579,0,0.0726004519107967,0.115742363966807,-0.0499875217256488,-0.80053699981952
slide,slide1,CAF/matrix-like,gene,immune_myeloid,CD74,CD74,TRUE,10179,113986,0.200133643231959,0,0.194125159642401,0.370872345363194,-0.170738702131234,-1.15516072949076
slide,slide1,CAF/matrix-like,gene,t_cell,CD3D,CD3D,TRUE,10179,113986,0.0118333098942935,0,0.0162098437960507,0.0164276963073437,-0.00459438641305024,-0.140532401837165
slide,slide1,CAF/matrix-like,gene,t_cell,CD3E,CD3E,TRUE,10179,113986,0.0275249382108882,0,0.0381176932901071,0.0362691183268313,-0.00874418011594314,-0.201865007342544
slide,slide1,CAF/matrix-like,gene,t_cell,CD4,CD4,TRUE,10179,113986,0.0304147772634579,0,0.0397877984084881,0.033696766354361,-0.00328198909090302,-0.0805477442102241
slide,slide1,CAF/matrix-like,gene,t_cell,CD8A,CD8A,TRUE,10179,113986,0.0168723993295461,0,0.0232832301797819,0.0225188135069516,-0.00564641417740552,-0.160088633302049
slide,slide1,CAF/matrix-like,gene,t_cell,CD8B,CD8B,TRUE,10179,113986,0.00808158949294617,0,0.0111995284409078,0.0105851946203574,-0.00250360512741127,-0.0823096439716803
slide,slide1,CAF/matrix-like,gene,t_cell,TRAC,TRAC,FALSE,10179,113986,,,,,,
slide,slide1,CAF/matrix-like,module_score,caf_matrix,score_caf_mycaf_matrix,CAF/matrix module,TRUE,10179,113986,1.1872273525858,0.934709342479458,,-0.106019925446729,1.29324727803253,
slide,slide1,CAF/matrix-like,module_score,tgfb_emt,score_tgfb_emt,TGF/EMT module,TRUE,10179,113986,0.138997600772885,0.0364688199493856,,-0.0124125469642516,0.151410147737136,
slide,slide1,CAF/matrix-like,module_score,tumor_epithelial,score_tumor_epithelial,tumor epithelial module,TRUE,10179,113986,-0.415361869106667,-0.563016783380491,,0.0370919978386535,-0.45245386694532,
slide,slide1,CAF/matrix-like,module_score,tumor_epithelial,score_tumor_aggressive,tumor-aggressive module,TRUE,10179,113986,-0.269864838152789,-0.403368373489213,,0.0240990488968579,-0.293963887049646,
slide,slide1,CAF/matrix-like,module_score,immune_myeloid,score_myeloid_macrophage_tam,myeloid/macrophage module,TRUE,10179,113986,-0.128490118812599,-0.293245404581558,,0.0114742241976507,-0.13996434301025,
slide,slide1,CAF/matrix-like,module_score,immune_myeloid,score_ifn_apc,IFN/APC module,TRUE,10179,113986,-0.095321345688257,-0.231330977671114,,0.00851223814995505,-0.103833583838212,
slide,slide1,CAF/matrix-like,module_score,t_cell,score_t_cell,T cell module,TRUE,10179,113986,-0.0349791730314523,-0.173986665494812,,0.00312365555671023,-0.0381028285881625,
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,ACTA2,ACTA2,TRUE,17680,106485,0.107382322130559,0,0.127488687782805,0.0391156886085896,0.0682666335219698,1.0812572830207
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,TAGLN,TAGLN,TRUE,17680,106485,0.225178245850367,0,0.232805429864253,0.0917759434634485,0.133402302386919,1.26913393899742
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,COL1A1,COL1A1,TRUE,17680,106485,1.31399128432942,1.09861228866811,0.77579185520362,0.451918728084821,0.862072556244597,1.89747507403327
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,COL1A2,COL1A2,TRUE,17680,106485,0.721885995983452,0,0.479524886877828,0.27982470005973,0.442061295923723,1.79831111037653
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,COL3A1,COL3A1,TRUE,17680,106485,0.760209297706135,0,0.497907239819005,0.331557887663569,0.428651410042566,1.63087664048229
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,DCN,DCN,TRUE,17680,106485,0.172559348658245,0,0.195927601809955,0.072620296645179,0.0999390520130657,1.07046018405388
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,LUM,LUM,TRUE,17680,106485,0.18476371385369,0,0.185633484162896,0.0556752528057359,0.129088461047954,1.52927008086712
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,FN1,FN1,TRUE,17680,106485,0.830628350009693,0.693147180559945,0.613009049773756,0.167665025218103,0.66296332479159,2.54582801617985
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,POSTN,POSTN,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,MMP2,MMP2,TRUE,17680,106485,0.33552441713509,0,0.370361990950226,0.0703557977470444,0.265168619388046,1.97099539092934
slide,slide1,TGF/EMT stromal-interface,gene,caf_matrix,PDPN,PDPN,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,TGFB1,TGFB1,TRUE,17680,106485,0.455622844879709,0,0.495475113122172,0.0588925070627974,0.396730337816912,2.59421334114594
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,TGFB2,TGFB2,TRUE,17680,106485,0.127000695911044,0,0.168325791855204,0.0173171393885021,0.109683556522542,1.69180771283113
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,TGFBR1,TGFBR1,TRUE,17680,106485,0.179465062070536,0,0.225169683257919,0.028777615815958,0.150687446254578,1.8538926352006
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,TGFBR2,TGFBR2,TRUE,17680,106485,0.398758682816946,0,0.446380090497738,0.0521275413946799,0.346631141422266,2.50994106825131
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,VIM,VIM,TRUE,17680,106485,2.06363868430917,2.19722457733622,0.87341628959276,0.412714950599667,1.6509237337095,3.14757216003329
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,ZEB1,ZEB1,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,SNAI1,SNAI1,TRUE,17680,106485,0.112106131196952,0,0.149886877828054,0.0180188178131048,0.0940873133838468,1.51830236345309
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,SNAI2,SNAI2,TRUE,17680,106485,0.397860668259411,0,0.419174208144796,0.0470218927496563,0.350838775509754,2.65844186869355
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,MMP2,MMP2,TRUE,17680,106485,0.33552441713509,0,0.370361990950226,0.0703557977470444,0.265168619388046,1.97099539092934
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,MMP9,MMP9,TRUE,17680,106485,0.16984576487001,0,0.171549773755656,0.0321047697389048,0.137740995131105,1.88841870214582
slide,slide1,TGF/EMT stromal-interface,gene,tgfb_emt,ITGA5,ITGA5,TRUE,17680,106485,0.34098251609901,0,0.373133484162896,0.05879508698202,0.28218742911699,2.21271622697197
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,EPCAM,EPCAM,TRUE,17680,106485,0.907905087455866,0.693147180559945,0.671606334841629,0.159742243537039,0.748162843918827,2.69131465496596
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT8,KRT8,TRUE,17680,106485,1.22595234814519,1.38629436111989,0.795418552036199,0.281564205196843,0.944388142948351,2.53707622382881
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT18,KRT18,TRUE,17680,106485,0.753261211999312,0.693147180559945,0.645757918552036,0.147806263505088,0.605454948494224,2.48232143762413
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT19,KRT19,TRUE,17680,106485,2.05741446247602,2.30258509299405,0.859671945701358,0.391509728328135,1.66590473414788,3.173084258919
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,MSLN,MSLN,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT17,KRT17,TRUE,17680,106485,1.55743513900269,1.6094379124341,0.795248868778281,0.258203610622712,1.29923152837998,3.14889912068356
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT5,KRT5,TRUE,17680,106485,0.0595235299459876,0,0.0805429864253394,0.0172738073965235,0.0422497225494641,0.882465405905681
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,KRT6A,KRT6A,TRUE,17680,106485,0.830222829166073,0.693147180559945,0.554751131221719,0.139831854467598,0.690390974698475,2.76368439592573
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,S100A2,S100A2,TRUE,17680,106485,1.31860237575419,1.38629436111989,0.690723981900453,0.181089781748602,1.13751259400559,3.45526552083296
slide,slide1,TGF/EMT stromal-interface,gene,tumor_epithelial,LAMC2,LAMC2,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,PTPRC,PTPRC,TRUE,17680,106485,0.0589747854040713,0,0.0779411764705882,0.0268909186716313,0.03208386673244,0.622607812564936
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,LYZ,LYZ,TRUE,17680,106485,0.405463922357944,0,0.390723981900453,0.186280232226393,0.219183690131551,0.817267861539482
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,CD68,CD68,TRUE,17680,106485,0.446995195154986,0,0.44066742081448,0.128644821724738,0.318350373430248,1.69047688368709
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,CD163,CD163,TRUE,17680,106485,0.0949961290891641,0,0.112613122171946,0.0484927989154077,0.0465033301737565,0.666182798766223
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,CD14,CD14,TRUE,17680,106485,0.123002686287951,0,0.149490950226244,0.0420181457667402,0.0809845405212113,1.09998108465326
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,C1QA,C1QA,TRUE,17680,106485,0.158529127260929,0,0.182975113122172,0.0600460191434227,0.0984831081175064,1.0688284010083
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,C1QB,C1QB,TRUE,17680,106485,0.212809478604617,0,0.221153846153846,0.085005151597066,0.127804327007551,1.12399681588224
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,APOE,APOE,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,HLA-DRA,HLA-DRA,TRUE,17680,106485,0.241598369746237,0,0.235350678733032,0.0900677885258929,0.151530581220344,1.21019078603133
slide,slide1,TGF/EMT stromal-interface,gene,immune_myeloid,CD74,CD74,TRUE,17680,106485,0.859494753640219,0.693147180559945,0.621889140271493,0.273423940166859,0.586070813473359,1.63228793462496
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,CD3D,CD3D,TRUE,17680,106485,0.0288906686472803,0,0.0395927601809955,0.0139192527681737,0.0149714158791066,0.397739823461147
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,CD3E,CD3E,TRUE,17680,106485,0.0667792945660998,0,0.0905542986425339,0.0303675648187274,0.0364117297473724,0.65720357792104
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,CD4,CD4,TRUE,17680,106485,0.0764656637050294,0,0.0984162895927602,0.0262819992780956,0.0501836644269338,0.908859511775934
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,CD8A,CD8A,TRUE,17680,106485,0.0417855054679081,0,0.0567307692307692,0.018780165211121,0.0230053402567872,0.528376733522087
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,CD8B,CD8B,TRUE,17680,106485,0.022625920235541,0,0.0316176470588235,0.00834671760041694,0.014279202635124,0.420806757939016
slide,slide1,TGF/EMT stromal-interface,gene,t_cell,TRAC,TRAC,FALSE,17680,106485,,,,,,
slide,slide1,TGF/EMT stromal-interface,module_score,caf_matrix,score_caf_mycaf_matrix,CAF/matrix module,TRUE,17680,106485,0.566018969851863,0.276819691118716,,-0.0939777000232984,0.659996669875161,
slide,slide1,TGF/EMT stromal-interface,module_score,tgfb_emt,score_tgfb_emt,TGF/EMT module,TRUE,17680,106485,0.839829916178048,0.693112767533179,,-0.13943929114925,0.979269207327298,
slide,slide1,TGF/EMT stromal-interface,module_score,tumor_epithelial,score_tumor_epithelial,tumor epithelial module,TRUE,17680,106485,1.2385113022963,1.25552854197606,,-0.205633467855554,1.44414477015186,
slide,slide1,TGF/EMT stromal-interface,module_score,tumor_epithelial,score_tumor_aggressive,tumor-aggressive module,TRUE,17680,106485,1.04926025861758,0.992026995048876,,-0.17421159198346,1.22347185060103,
slide,slide1,TGF/EMT stromal-interface,module_score,immune_myeloid,score_myeloid_macrophage_tam,myeloid/macrophage module,TRUE,17680,106485,0.330423726513177,0.112526633728298,,-0.0548611680964737,0.385284894609651,
slide,slide1,TGF/EMT stromal-interface,module_score,immune_myeloid,score_ifn_apc,IFN/APC module,TRUE,17680,106485,0.488089216345423,0.332718953403975,,-0.0810388068271312,0.569128023172554,
slide,slide1,TGF/EMT stromal-interface,module_score,t_cell,score_t_cell,T cell module,TRUE,17680,106485,0.17523483596017,-0.173986665494812,,-0.0290947260156434,0.204329561975814,
slide,slide1,tumor epithelial-like,gene,caf_matrix,ACTA2,ACTA2,TRUE,34686,89479,0.05408360044228,0,0.0699417632474197,0.0468021523688578,0.00728144807342217,0.107185089463471
slide,slide1,tumor epithelial-like,gene,caf_matrix,TAGLN,TAGLN,TRUE,34686,89479,0.104635451465346,0,0.123796344346422,0.113149760913877,-0.00851430944853126,-0.124490836685041
slide,slide1,tumor epithelial-like,gene,caf_matrix,COL1A1,COL1A1,TRUE,34686,89479,0.672575874311117,0.693147180559945,0.506630917373004,0.536717720255042,0.135858154056075,0.0629060765015304
slide,slide1,tumor epithelial-like,gene,caf_matrix,COL1A2,COL1A2,TRUE,34686,89479,0.289339036417991,0,0.25814449633858,0.363482647075328,-0.0741436106573378,-0.493541797276006
slide,slide1,tumor epithelial-like,gene,caf_matrix,COL3A1,COL3A1,TRUE,34686,89479,0.309249769662396,0,0.271291010782448,0.424901983043952,-0.115652213381556,-0.604075115216375
slide,slide1,tumor epithelial-like,gene,caf_matrix,DCN,DCN,TRUE,34686,89479,0.0799829073534083,0,0.100011532030214,0.0895130080586431,-0.00953010070523487,-0.163299006506635
slide,slide1,tumor epithelial-like,gene,caf_matrix,LUM,LUM,TRUE,34686,89479,0.0688767637339102,0,0.0781006746237675,0.076064130456058,-0.00718736672214788,-0.114891267242393
slide,slide1,tumor epithelial-like,gene,caf_matrix,FN1,FN1,TRUE,34686,89479,0.426497678319763,0,0.356051432854754,0.198323863345833,0.22817381497393,1.08786700497802
slide,slide1,tumor epithelial-like,gene,caf_matrix,POSTN,POSTN,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,caf_matrix,MMP2,MMP2,TRUE,34686,89479,0.136271563925981,0,0.164389090699418,0.09719815098186,0.039073412944121,0.336322655637474
slide,slide1,tumor epithelial-like,gene,caf_matrix,PDPN,PDPN,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,tgfb_emt,TGFB1,TGFB1,TRUE,34686,89479,0.247639770284688,0,0.277172346191547,0.0641150151427772,0.18352475514191,1.65980472389903
slide,slide1,tumor epithelial-like,gene,tgfb_emt,TGFB2,TGFB2,TRUE,34686,89479,0.0654049094505084,0,0.0876434296257856,0.0203483856803449,0.0450565237701635,0.891424434498448
slide,slide1,tumor epithelial-like,gene,tgfb_emt,TGFBR1,TGFBR1,TRUE,34686,89479,0.0933809311499822,0,0.119183532260855,0.033508596874139,0.0598723342758432,0.966684129679398
slide,slide1,tumor epithelial-like,gene,tgfb_emt,TGFBR2,TGFBR2,TRUE,34686,89479,0.229416318694785,0,0.262814968575218,0.0518928500247965,0.177523468669989,1.7584539992327
slide,slide1,tumor epithelial-like,gene,tgfb_emt,VIM,VIM,TRUE,34686,89479,1.31456008892933,1.09861228866811,0.60917949605028,0.389323217834228,0.925236871095101,2.49332845734653
slide,slide1,tumor epithelial-like,gene,tgfb_emt,ZEB1,ZEB1,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,tgfb_emt,SNAI1,SNAI1,TRUE,34686,89479,0.0545850615773348,0,0.0735455226892695,0.02243468041126,0.0321503811660747,0.661394716494932
slide,slide1,tumor epithelial-like,gene,tgfb_emt,SNAI2,SNAI2,TRUE,34686,89479,0.207834671864853,0,0.22545119068212,0.0540054027869022,0.153829269077951,1.63275406351283
slide,slide1,tumor epithelial-like,gene,tgfb_emt,MMP2,MMP2,TRUE,34686,89479,0.136271563925981,0,0.164389090699418,0.09719815098186,0.039073412944121,0.336322655637474
slide,slide1,tumor epithelial-like,gene,tgfb_emt,MMP9,MMP9,TRUE,34686,89479,0.0892666148265865,0,0.0960618116819466,0.0371623255364282,0.0521042892901582,0.711392487219514
slide,slide1,tumor epithelial-like,gene,tgfb_emt,ITGA5,ITGA5,TRUE,34686,89479,0.171783964092034,0,0.193536297065098,0.0707525468927303,0.101031417199303,1.09899673097756
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,EPCAM,EPCAM,TRUE,34686,89479,0.781213102627469,0.693147180559945,0.642997174652598,0.0666609715299105,0.714552131097559,3.41888730119661
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT8,KRT8,TRUE,34686,89479,1.09276832541333,1.09861228866811,0.788473735801188,0.153705783148071,0.939062542265256,3.16634091297404
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT18,KRT18,TRUE,34686,89479,0.634026356268996,0.693147180559945,0.592285071786888,0.0789567384966382,0.555069617772358,2.91690141820428
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT19,KRT19,TRUE,34686,89479,1.66275171081281,1.6094379124341,0.818658824886121,0.227883584710874,1.43486812610194,3.42627978141707
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,MSLN,MSLN,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT17,KRT17,TRUE,34686,89479,1.17435826592161,1.09861228866811,0.693334486536355,0.159774627822953,1.01458363809866,3.15223247404919
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT5,KRT5,TRUE,34686,89479,0.0466564932105553,0,0.0635126564031598,0.014231833911449,0.0324246592991063,0.750985267196767
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,KRT6A,KRT6A,TRUE,34686,89479,0.567076043970079,0,0.414201695208442,0.110626347874833,0.456449696095245,2.26856007654905
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,S100A2,S100A2,TRUE,34686,89479,0.917231224818346,0.693147180559945,0.531597762786138,0.120488082665036,0.79674314215331,3.35694031228462
slide,slide1,tumor epithelial-like,gene,tumor_epithelial,LAMC2,LAMC2,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,immune_myeloid,PTPRC,PTPRC,TRUE,34686,89479,0.0444440058687286,0,0.0592458052240097,0.0264259646747272,0.0180180411940013,0.37437358653038
slide,slide1,tumor epithelial-like,gene,immune_myeloid,LYZ,LYZ,TRUE,34686,89479,0.433536466060906,0,0.402756155221127,0.133740953901221,0.299795512159684,1.44934121895306
slide,slide1,tumor epithelial-like,gene,immune_myeloid,CD68,CD68,TRUE,34686,89479,0.312894672047174,0,0.323934728708989,0.120123764202445,0.19277090784473,1.16858869896239
slide,slide1,tumor epithelial-like,gene,immune_myeloid,CD163,CD163,TRUE,34686,89479,0.0713391775081027,0,0.0864902266043937,0.0488250488243896,0.0225141286837131,0.317962456975804
slide,slide1,tumor epithelial-like,gene,immune_myeloid,CD14,CD14,TRUE,34686,89479,0.0907242798578477,0,0.111860693075016,0.0391390982732597,0.0515851815845879,0.800073452405639
slide,slide1,tumor epithelial-like,gene,immune_myeloid,C1QA,C1QA,TRUE,34686,89479,0.116162778850008,0,0.137058179092429,0.0577517984249848,0.0584109804250234,0.699591686948102
slide,slide1,tumor epithelial-like,gene,immune_myeloid,C1QB,C1QB,TRUE,34686,89479,0.153793014711032,0,0.164446750850487,0.0835925819608663,0.0702004327501652,0.67800840703859
slide,slide1,tumor epithelial-like,gene,immune_myeloid,APOE,APOE,FALSE,34686,89479,,,,,,
slide,slide1,tumor epithelial-like,gene,immune_myeloid,HLA-DRA,HLA-DRA,TRUE,34686,89479,0.170580168510818,0,0.172375021622557,0.0887983092493989,0.0817818592614189,0.70027940881329
slide,slide1,tumor epithelial-like,gene,immune_myeloid,CD74,CD74,TRUE,34686,89479,0.646018885644481,0,0.495271867612293,0.244790447429705,0.401228438214775,1.23098664716947
