Patient,module,immune,stromal_fibroblast,tumor_epithelial,stromal_minus_tumor,immune_minus_tumor,fibroblast_minus_nonfibroblast,nonfibroblast,tme_like,tme_minus_tumor
MGH004,immune_core,2.22634091696434,0.565752184190827,0.718521569659596,-0.152769385468769,1.50781934730475,-0.638251562457451,1.20400374664828,0.949398036447916,0.230876466788321
MGH004,t_cell,1.59696359981804,0.0902198118115865,-0.372489272292427,0.462709084104014,1.96945287211047,-0.0317241493685135,0.1219439611801,0.305645307515291,0.678134579807718
MGH004,b_plasma,0.108796342710268,0.0214205994403632,-0.0991052013453348,0.120525800785698,0.207901544055603,-0.0116995493788,0.0331201488191632,0.102802905378564,0.201908106723899
MGH004,tumor_epithelial,-0.572987075273042,-0.614638482786365,-0.398264687457869,-0.216373795328496,-0.174722387815173,-0.171102146431302,-0.443536336355063,-0.59452774077853,-0.196263053320661
MGH004,tumor_aggressive,-0.078940774615766,-0.15452843213697,1.33660117860401,-1.49112961074098,-1.41554195321978,-0.925206358272955,0.770677926135986,-0.130738012363663,-1.46733919096767
MGH007,caf_mycaf,-0.494643306369797,0.185333007682249,-0.745145153604009,0.930478161286258,0.250501847234212,0.821760163780449,-0.636427156098199,-0.385358579029699,0.35978657457431
MGH007,pancaf_matrix,-0.268288183099667,0.125051091208142,-0.492572133493388,0.61762322470153,0.224283950393721,0.508713903290383,-0.383662812082241,-0.173011188850821,0.319560944642567
MGH007,myeloid_macrophage,0.674405170962332,-0.617373454161165,-0.821528019231037,0.204154565069873,1.49593319019337,-0.229866070007745,-0.38750738415342,0.0167216900102501,0.838249709241287
MGH007,spp1_tam,0.511808817064606,-0.368560118016416,-0.162406263586403,-0.206153854430013,0.674215080651009,-0.431653848766407,0.0630937307499919,0.304618090458412,0.467024354044815
MGH007,tgfb_emt,-0.226792606986696,-0.197421462252711,-0.0405358096580973,-0.156885652594613,-0.186256797328599,-0.0633273960790059,-0.134094066173705,-0.216701365338347,-0.17616555568025
MGH007,ifn_apc,0.223397145003633,-0.278899537155178,-0.253659840239511,-0.0252396969156669,0.477056985243145,-0.196522959678862,-0.0823765774763165,0.0565101550944879,0.310169995333999
MGH007,immune_core,-0.273449432030774,-0.522234760206108,-0.689204378594259,0.166969618388151,0.415754946563485,0.101086285753067,-0.623321045959175,-0.353615747435617,0.335588631158642
MGH007,t_cell,-0.405328099353125,-0.787520821103179,-1.14646380549177,0.358942984388596,0.74113570613865,0.252041697408764,-1.03956251851194,-0.697515058086714,0.448948747405061
MGH007,b_plasma,-0.340454674947111,-0.145285256879868,-0.275959440876078,0.13067418399621,-0.0644952340710327,0.157156110938127,-0.302441367817995,-0.313084763675151,-0.0371253227990734
MGH007,tumor_epithelial,0.139867059386484,0.348822141080831,1.37489111729576,-1.02606897621492,-1.23502405790927,-0.562122674554222,0.910944815635053,0.234203206605605,-1.14068791069015
MGH007,tumor_aggressive,0.264779658213774,0.288978904475028,1.73670934882543,-1.4477304443504,-1.47192969061165,-0.712545452537788,1.00152435701282,0.288978904475028,-1.4477304443504
MGH011,caf_mycaf,-0.133246167005097,1.51864650037038,-0.666718796153625,2.18536529652401,0.533472629148528,1.92689089638669,-0.408244396016312,0.340378313289927,1.00709710944355
MGH011,pancaf_matrix,0.379480213414856,1.02091362393514,-0.792611680671229,1.81352530460636,1.17209189408608,1.35072145339084,-0.329807829455704,0.536191081840871,1.3288027625121
MGH011,myeloid_macrophage,0.360511690890538,-0.387655104397707,-0.600204729992729,0.212549625595022,0.960716420883267,-0.202877021213459,-0.184778083184248,0.166490050064117,0.766694780056846
MGH011,spp1_tam,0.734475888909076,0.0592898875440606,0.42731209228162,-0.368022204737559,0.307163796627456,-0.511190037851893,0.570479925395954,0.182415860354389,-0.244896231927231
