patient_id,program,program_label,metric,comparison_specimen_type,comparison_sample_id,comparison_value,primary_sample_id,primary_value,delta_vs_primary
PT_11,basal_like,Basal-like tumor,mean_score,normal_pancreas,IU_PDA_NP11,4.79732068292491e-18,IU_PDA_T11,5.84304934439129e-16,-5.79507613756204e-16
PT_11,basal_like,Basal-like tumor,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.110127347668119,IU_PDA_T11,0.0669029083704006,-0.17703025603852
PT_11,basal_like,Basal-like tumor,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.0275313439615644,IU_PDA_T11,0.0669029083704006,-0.094434252331965
PT_11,classical_like,Classical-like tumor,mean_score,liver_metastasis,IU_PDA_HM11,1.27069128974242e-17,IU_PDA_T11,-7.62238244954642e-16,7.74945157852066e-16
PT_11,classical_like,Classical-like tumor,mean_score,normal_pancreas,IU_PDA_NP11,5.38341919342556e-18,IU_PDA_T11,-7.62238244954642e-16,7.67621664148067e-16
PT_11,classical_like,Classical-like tumor,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.0277836799625977,IU_PDA_T11,-0.232455120211602,0.204671440249005
PT_11,classical_like,Classical-like tumor,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.137737596271375,IU_PDA_T11,-0.232455120211602,0.0947175239402272
PT_11,dc_apc,DC/APC,mean_score,liver_metastasis,IU_PDA_HM11,9.96382072322414e-17,IU_PDA_T11,-2.81797145684922e-16,3.81435352917163e-16
PT_11,dc_apc,DC/APC,mean_score,normal_pancreas,IU_PDA_NP11,-9.59836400870689e-18,IU_PDA_T11,-2.81797145684922e-16,2.72198781676215e-16
PT_11,dc_apc,DC/APC,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.416613115213589,IU_PDA_T11,-0.395231365759135,-0.0213817494544538
PT_11,dc_apc,DC/APC,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.211466742049272,IU_PDA_T11,-0.395231365759135,0.183764623709863
PT_11,emt_invasion,EMT/invasion,mean_score,liver_metastasis,IU_PDA_HM11,-2.99592999631968e-16,IU_PDA_T11,-3.30278512747327e-16,3.06855131153583e-17
PT_11,emt_invasion,EMT/invasion,mean_score,normal_pancreas,IU_PDA_NP11,-2.02957027605729e-16,IU_PDA_T11,-3.30278512747327e-16,1.27321485141598e-16
PT_11,emt_invasion,EMT/invasion,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.432516290095332,IU_PDA_T11,-0.42107307727823,-0.011443212817102
PT_11,emt_invasion,EMT/invasion,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.2679309165076,IU_PDA_T11,-0.42107307727823,0.15314216077063
PT_11,hypoxia,Hypoxia,mean_score,liver_metastasis,IU_PDA_HM11,-1.03753238520277e-15,IU_PDA_T11,-1.67910003934951e-17,-1.02074138480927e-15
PT_11,hypoxia,Hypoxia,mean_score,normal_pancreas,IU_PDA_NP11,1.58318606390969e-16,IU_PDA_T11,-1.67910003934951e-17,1.75109606784464e-16
PT_11,hypoxia,Hypoxia,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.0859779137979809,IU_PDA_T11,-0.169497419021,0.0835195052230187
PT_11,hypoxia,Hypoxia,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.0180222609073118,IU_PDA_T11,-0.169497419021,0.151475158113688
PT_11,icaf,iCAF,mean_score,liver_metastasis,IU_PDA_HM11,-3.03585103189585e-16,IU_PDA_T11,-4.45212444472024e-16,1.41627341282439e-16
PT_11,icaf,iCAF,mean_score,normal_pancreas,IU_PDA_NP11,-7.34947254300027e-16,IU_PDA_T11,-4.45212444472024e-16,-2.89734809828003e-16
PT_11,icaf,iCAF,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.390172115390067,IU_PDA_T11,-0.35214908512232,-0.0380230302677478
PT_11,icaf,iCAF,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.187816167636552,IU_PDA_T11,-0.35214908512232,0.164332917485768
PT_11,ifn_mhc,IFN/MHC,mean_score,liver_metastasis,IU_PDA_HM11,1.39166933174687e-16,IU_PDA_T11,-3.14033771435442e-16,4.53200704610129e-16
PT_11,ifn_mhc,IFN/MHC,mean_score,normal_pancreas,IU_PDA_NP11,4.40715961608619e-17,IU_PDA_T11,-3.14033771435442e-16,3.58105367596304e-16
PT_11,ifn_mhc,IFN/MHC,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.417080641352303,IU_PDA_T11,-0.359601698778734,-0.0574789425735693
PT_11,ifn_mhc,IFN/MHC,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.258187192502387,IU_PDA_T11,-0.359601698778734,0.101414506276347
PT_11,immune_core,Immune core,mean_score,liver_metastasis,IU_PDA_HM11,-1.16575453050417e-17,IU_PDA_T11,-9.46675987660867e-19,-1.07108693173808e-17
PT_11,immune_core,Immune core,mean_score,normal_pancreas,IU_PDA_NP11,-1.29101043567552e-17,IU_PDA_T11,-9.46675987660867e-19,-1.19634283690944e-17
PT_11,immune_core,Immune core,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.277532731761867,IU_PDA_T11,-0.397803595811225,0.120270864049358
PT_11,immune_core,Immune core,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.300072725746978,IU_PDA_T11,-0.397803595811225,0.0977308700642476
PT_11,mycaf,myCAF,mean_score,liver_metastasis,IU_PDA_HM11,2.27849706335768e-16,IU_PDA_T11,-4.23574830750521e-16,6.51424537086289e-16
PT_11,mycaf,myCAF,mean_score,normal_pancreas,IU_PDA_NP11,1.39391386302644e-16,IU_PDA_T11,-4.23574830750521e-16,5.62966217053165e-16
PT_11,mycaf,myCAF,rho_distance_to_caf_core,liver_metastasis,IU_PDA_HM11,-0.450203735127628,IU_PDA_T11,-0.367388471908886,-0.0828152632187421
PT_11,mycaf,myCAF,rho_distance_to_caf_core,normal_pancreas,IU_PDA_NP11,-0.506883913145714,IU_PDA_T11,-0.367388471908886,-0.139495441236828
