dataset,tissue_site,target_program,null_type,n_samples,median_observed_rho,median_null,median_delta,support_n,support_fraction,median_empirical_p,context_label,panel,anchor_type,core_module,target_module,sensitivity_mode,target_removed_status,shared_genes_n,target_genes_n,remaining_target_genes_n,jaccard_index,percent_target_shared_with_core,median_overlap_sensitive_delta,shared_gene_symbols,dataset_id,sample_id,specimen_type,delta_vs_null_median__IFN_MHC,delta_vs_null_median__immune_core,delta_vs_null_median__tumor_aggressive,empirical_p_more_negative__IFN_MHC,empirical_p_more_negative__immune_core,empirical_p_more_negative__tumor_aggressive,null_median_rho__IFN_MHC,null_median_rho__immune_core,null_median_rho__tumor_aggressive,observed_rho__IFN_MHC,observed_rho__immune_core,observed_rho__tumor_aggressive,stromal_tumor_core_coupling,immune_core_coupling,immune_decoupling_index,core_enrichment__IFN/MHC,core_enrichment__immune core,core_enrichment__tumor aggressive,dominant_nmf_ecotype,dominant_nmf_ecotype_label,analysis,left_out_sample,n_samples_included,IFN_MHC_median_delta,immune_core_median_delta,tumor_aggressive_median_delta,IFN_MHC_support_n,immune_core_support_n,tumor_aggressive_support_n,rank,n_runs,n_features,reconstruction_error_mean,reconstruction_error_sd,reconstruction_error_best,relative_error_mean,explained_fraction_mean,explained_fraction_best,ari_mean,ari_sd,component_cosine_to_best_mean,component_cosine_to_best_sd,n_converged_runs,n_not_converged_runs,min_dominant_component_n_best,max_dominant_component_n_best,consensus_pac_0.1_0.9,consensus_cophenetic,delta_explained_from_previous_rank,delta_best_explained_from_previous_rank,init,seed,reconstruction_error,relative_error,explained_fraction,n_iter,converged,min_dominant_component_n,max_dominant_component_n,component_labels
,,immune-core,,205.0,-0.1167216049772,,-0.1030492689885748,140.0,0.6829268292682927,0.0029970029970029,,B_anchor_components,CAF-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor epithelial,,205.0,0.0882410299696513,,0.0958197862383195,83.0,0.4048780487804878,0.985014985014985,,B_anchor_components,CAF-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor-aggressive,,205.0,-0.212414733124006,,-0.2021270090762728,158.0,0.7707317073170732,0.0009990009990009,,B_anchor_components,CAF-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFN/MHC,,205.0,-0.3907388130602678,,-0.382756670144182,205.0,1.0,0.0009990009990009,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPP1/TAM,,205.0,-0.0992995416057731,,-0.0914547288289833,146.0,0.7121951219512195,0.0079920079920079,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TGF-beta/EMT,,205.0,-0.0301559463249595,,-0.0212875678527252,109.0,0.5317073170731708,0.2787212787212787,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,immune-core,,205.0,-0.5427376973078984,,-0.539262009023427,205.0,1.0,0.0009990009990009,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor epithelial,,205.0,0.1365664119112815,,0.1282502757914699,55.0,0.2682926829268293,0.999000999000999,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor-aggressive,,205.0,0.081995556144312,,0.0915214879956843,74.0,0.3609756097560975,0.987012987012987,,B_anchor_components,immune-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFN/MHC,,205.0,-0.3348274877192822,,-0.3275209710813944,197.0,0.9609756097560976,0.0009990009990009,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPP1/TAM,,205.0,-0.4850799986458657,,-0.4750268899290171,205.0,1.0,0.0009990009990009,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TGF-beta/EMT,,205.0,-0.2878670757573704,,-0.2745113514842358,181.0,0.8829268292682927,0.0009990009990009,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,immune-core,,205.0,-0.2907634347216491,,-0.2842702114465297,193.0,0.9414634146341464,0.0009990009990009,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor epithelial,,205.0,-0.0492635202250541,,-0.0444897767860899,120.0,0.5853658536585366,0.1448551448551448,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor-aggressive,,205.0,-0.2156910927485164,,-0.2104853998975905,167.0,0.8146341463414634,0.0009990009990009,,B_anchor_components,myeloid-only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFN/MHC,,205.0,-0.0726208866934996,,-0.0705789245766018,126.0,0.6146341463414634,0.0399600399600399,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPP1/TAM,,205.0,-0.1353466496664719,,-0.1239408932150782,149.0,0.7268292682926829,0.0019980019980019,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TGF-beta/EMT,,205.0,-0.0441016935004797,,-0.0388188701995791,115.0,0.5609756097560976,0.1768231768231768,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,immune-core,,205.0,0.0591902647080924,,0.0639585813953655,85.0,0.4146341463414634,0.9430569430569432,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor epithelial,,205.0,-0.6339303880740448,,-0.6320032547851125,205.0,1.0,0.0009990009990009,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor-aggressive,,205.0,-0.3040751745907916,,-0.303506189579081,183.0,0.8926829268292683,0.0009990009990009,,B_anchor_components,tumor-high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFN/MHC,,205.0,,,,184.0,0.8975609756097561,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,IFN/MHC antigen-presentation,no_shared_genes_original_core,target_score_unchanged_no_overlap,0.0,9.0,9.0,0.0,0.0,-0.2851120013308127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,immune-core,,205.0,,,,177.0,0.8634146341463415,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,immune-core,no_shared_genes_original_core,target_score_unchanged_no_overlap,0.0,32.0,32.0,0.0,0.0,-0.2609357909870245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tumor-aggressive,,205.0,,,,175.0,0.8536585365853658,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,tumor-aggressive,no_shared_genes_original_core,target_score_unchanged_no_overlap,0.0,20.0,20.0,0.0,0.0,-0.276856314721267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TGF-beta/EMT,,205.0,,,,203.0,0.9902439024390244,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,TGF-beta/EMT,no_shared_genes_original_core,target_score_unchanged_no_overlap,0.0,13.0,13.0,0.0,0.0,-0.4782412947673696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPP1/TAM,,205.0,,,,187.0,0.9121951219512195,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,SPP1/TAM,core_excluding_spp1_tam_component,target_empty_after_overlap_removal,6.0,6.0,0.0,0.24,1.0,-0.2367002211934545,APOE;CCL18;CTSB;LGALS3;SPP1;TREM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,myCAF/matrix,,205.0,,,,174.0,0.848780487804878,0.0009990009990009,,C_overlap_sensitivity,,CAF-myeloid,myCAF/matrix,core_excluding_caf_matrix_component,target_empty_after_overlap_removal,11.0,11.0,0.0,0.44,1.0,-0.2529016301896262,ACTA2;COL1A1;COL1A2;COL3A1;DCN;FAP;LUM;MYL9;PDPN;TAGLN;THY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_individual,,,,,,,,,,,,,GSE272362,IU_PDA_LNM10,lymph_node_metastasis,-0.0885237934413276,-0.21027656418357,-0.0071365751688871,0.0099900099900099,0.0009990009990009,0.386613386613387,-0.0091006128354509,-0.0070160406512307,-0.0180994551188167,-0.0976244062767785,-0.217292604834801,-0.0252360302877038,0.9126705771439731,0.7754971994486151,0.1371733776953582,0.5549515272864083,0.9810275458956926,-0.1807281260942656,NMF2,plasma cell / immune core / T cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_individual,,,,,,,,,,,,,GSE272362,IU_PDA_LNM12,lymph_node_metastasis,0.184916039941999,0.246532445237397,-0.474650903865555,1.0,1.0,0.0009990009990009,-0.0141580704217887,-0.0149518605206306,-0.0190452400817401,0.17075796952021,0.231580584716767,-0.493696143947295,1.0726921078514309,-0.1490784600006909,1.2217705678521218,-0.0025660302093247,-0.1662787965515502,0.9475811606040372,NMF1,basal-like / tumor aggressive / plasma cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_individual,,,,,,,,,,,,,GSE272362,IU_PDA_LNM6,lymph_node_metastasis,0.0058580002497711,0.232690395463584,-0.450656841722483,0.577422577422578,1.0,0.0009990009990009,0.0079309955397116,0.0145006528685916,-0.0252372104752865,0.0137889957894828,0.247191048332175,-0.47589405219777,0.9467804998721406,-0.1036499088094264,1.050430408681567,0.1542299030186543,-0.1940755237702117,0.4413667945394228,NMF4,EMT/invasion / hypoxia / myCAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_individual,,,,,,,,,,,,,GSE272362,IU_PDA_LNM7,lymph_node_metastasis,0.216174173661828,0.475184356566806,-0.395404540835516,1.0,1.0,0.0009990009990009,-0.0125493183146325,-0.0169429385962844,-0.0040782357120931,0.203624855347196,0.458241417970521,-0.399482776547609,1.1227297181281106,-0.6524509454827077,1.7751806636108185,-0.3923973015820662,-0.9566067447000786,0.8740399376805377,NMF4,EMT/invasion / hypoxia / myCAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_individual,,,,,,,,,,,,,GSE272362,IU_PDA_LNM8,lymph_node_metastasis,-0.455132223603543,-0.34477578862373,-0.370050149785633,0.0009990009990009,0.0009990009990009,0.0009990009990009,-0.0113090549164891,-0.0047742985820526,-0.0210566656114309,-0.466441278520032,-0.349550087205783,-0.391106815397064,1.22776301964353,0.4545319918362914,0.7732310278072387,0.8311462695259116,0.4613681126829854,0.6971936339166,NMF3,DC/APC / IFN/MHC / immune core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0726921078514309,-0.1036499088094264,1.050430408681567,,,,,,all_LN_samples,none,5.0,0.0058580002497711,0.232690395463584,-0.395404540835516,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0977109129897706,-0.1263641844050586,1.1361004882668444,,,,,,leave_one_out,IU_PDA_LNM10,4.0,0.095387020095885,0.2396114203504905,-0.4230306912789995,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0347551090001257,0.1754410415134324,0.9118307182444028,,,,,,leave_one_out,IU_PDA_LNM12,4.0,-0.0413328965957782,0.011206915640007,-0.3827273453105745,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0977109129897706,0.1527267659178002,0.9975007978296804,,,,,,leave_one_out,IU_PDA_LNM6,4.0,0.0481961232503357,0.0181279405269135,-0.3827273453105745,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0097363038617857,0.1754410415134324,0.9118307182444028,,,,,,leave_one_out,IU_PDA_LNM7,4.0,-0.0413328965957782,0.011206915640007,-0.410353495754058,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,D_LN_leave_one_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0097363038617857,-0.1263641844050586,1.1361004882668444,,,,,,leave_one_out,IU_PDA_LNM8,4.0,0.095387020095885,0.2396114203504905,-0.4230306912789995,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,50.0,16.0,10.41449359170935,2.211927353975222e-13,10.41449359170881,0.2008744243018904,0.9596494656613842,0.9596494656613884,0.9912216624322224,0.0153803073879139,1.0,1.0114613123884173e-16,50.0,0.0,23.0,120.0,0.0139860139860139,0.9998905381191884,,,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,50.0,16.0,8.817635138153298,1.2019714730217044e-10,8.817635137932937,0.1700742687566383,0.9710747431068948,0.9710747431083404,0.9981649406990526,0.002794948452348,0.9999999999989154,1.336269617343719e-12,50.0,0.0,14.0,114.0,0.0027578055747069,0.999901639841958,0.0114252774455105,0.0114252774469522,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,50.0,16.0,7.391938399760579,1.4337604959286303e-10,7.391938399439513,0.1425754749812306,0.9796722339338764,0.9796722339356424,0.9931794099277542,0.0110943839157563,0.9999999999993318,8.215658755778994e-13,50.0,0.0,4.0,77.0,0.0119176598049837,0.9996057859685794,0.0085974908269815,0.0085974908273017,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,50.0,16.0,6.365986749821804,1.987809868903e-10,6.365986749398203,0.1227869518784764,0.9849233644483928,0.9849233644503992,0.9974084806106348,0.0024825309016199,0.9999999999982632,2.945671247265484e-12,50.0,0.0,3.0,108.0,0.0030532847434255,0.9996366303922496,0.0052511305145163,0.0052511305147568,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,50.0,16.0,5.533927543090357,3.245150562918963e-10,5.5339275424797085,0.1067382201119773,0.988606952367327,0.9886069523698414,0.9929350459408935,0.0114918668104476,0.9999999999986572,2.489460076212571e-12,50.0,0.0,1.0,106.0,0.0126071111986604,0.9998816011137248,0.0036835879189343,0.0036835879194422,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,50.0,16.0,4.838817580424195,6.988929980362263e-10,4.838817579079032,0.0933309610506026,0.9912893317093708,0.991289331714214,0.9805937436406962,0.0184500587842388,0.9999999999967548,4.222589997988758e-12,50.0,0.0,0.0,87.0,0.019698611247907,0.9993510993238592,0.0026823793420438,0.0026823793443725,,,,,,,,,,
,,,,143.0,,,,,,,,E_NMF_rank_randomized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,50.0,16.0,4.287750528476669,9.44682667170329e-10,4.287750526092557,0.0827019971132855,0.993160379673474,0.9931603796810802,0.9679237818272178,0.0260937675213255,0.9999999999892673,1.5127661369858877e-11,50.0,0.0,0.0,60.0,0.0237368265537279,0.9962793315691604,0.0018710479641033,0.0018710479668662,,,,,,,,,,
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,nndsvda,20260629.0,10.41449412142877,0.2008744345191019,0.959649461556631,331.0,True,18.0,125.0,tumor aggressive / hypoxia / basal-like; immune core / DC/APC / IFN/MHC
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0113148480328856,,nndsvda,20260629.0,8.8344514936104,0.1703986220909176,0.9709643095895166,1481.0,True,8.0,68.0,EMT/invasion / tumor aggressive / hypoxia; immune core / DC/APC / IFN/MHC; IFN/MHC / DC/APC / basal-like
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,0.0087078980540278,,nndsvda,20260629.0,7.391943179834569,0.1425755671791471,0.9796722076435443,1489.0,True,4.0,66.0,basal-like / tumor aggressive / hypoxia; plasma cell / immune core / T cell; DC/APC / immune core / IFN/MHC; EMT/invasion / hypoxia / myCAF
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.0051830772927761,,nndsvda,20260629.0,6.380343570946296,0.1230638657920328,0.9848552849363206,937.0,True,5.0,98.0,DC/APC / IFN/MHC / immune core; plasma cell / myCAF / iCAF; basal-like / tumor aggressive / hypoxia; EMT/invasion / hypoxia / SPP1/TREM2 TAM; immune core / B cell / DC/APC
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,0.00373451858514,,nndsvda,20260629.0,5.538090818329407,0.1068185212336296,0.9885898035214606,821.0,True,2.0,83.0,DC/APC / IFN/MHC / immune core; plasma cell / apCAF / hypoxia; basal-like / tumor aggressive / hypoxia; hypoxia / EMT/invasion / iCAF; immune core / B cell / DC/APC; plasma cell / myCAF / EMT/invasion
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,0.0025578379308427,,nndsvda,20260629.0,4.878013634958141,0.094086973315633,0.9911476414523034,717.0,True,0.0,74.0,T cell / plasma cell / immune core; plasma cell / myCAF / EMT/invasion; basal-like / tumor aggressive / hypoxia; hypoxia / EMT/invasion / iCAF; immune core / DC/APC / B cell; apCAF / IFN/MHC / SPP1/TREM2 TAM; immune core / B cell / DC/APC
,,,,,,,,,,,,E_NMF_rank_reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,0.0020789163205727,,nndsvda,20260629.0,4.26695661812185,0.0823009248254467,0.9932265577728762,1277.0,True,0.0,99.0,apCAF / DC/APC / IFN/MHC; plasma cell / T cell / myCAF; basal-like / tumor aggressive / hypoxia; hypoxia / iCAF / SPP1/TREM2 TAM; T cell / iCAF / immune core; myCAF / EMT/invasion / TGF-beta; immune core / B cell / T cell; B cell / immune core / DC/APC
