dataset_id,sample_id,specimen_type,delta_vs_null_median__IFN_MHC,delta_vs_null_median__immune_core,delta_vs_null_median__tumor_aggressive,empirical_p_more_negative__IFN_MHC,empirical_p_more_negative__immune_core,empirical_p_more_negative__tumor_aggressive,null_median_rho__IFN_MHC,null_median_rho__immune_core,null_median_rho__tumor_aggressive,observed_rho__IFN_MHC,observed_rho__immune_core,observed_rho__tumor_aggressive,stromal_tumor_core_coupling,immune_core_coupling,immune_decoupling_index,core_enrichment__IFN/MHC,core_enrichment__immune core,core_enrichment__tumor aggressive,dominant_nmf_ecotype,dominant_nmf_ecotype_label
GSE272362,IU_PDA_LNM10,lymph_node_metastasis,-0.0885237934413276,-0.21027656418357,-0.0071365751688871,0.0099900099900099,0.0009990009990009,0.386613386613387,-0.0091006128354509,-0.0070160406512307,-0.0180994551188167,-0.0976244062767785,-0.217292604834801,-0.0252360302877038,0.9126705771439731,0.7754971994486151,0.1371733776953582,0.5549515272864083,0.9810275458956926,-0.1807281260942656,NMF2,plasma cell / immune core / T cell
GSE272362,IU_PDA_LNM12,lymph_node_metastasis,0.184916039941999,0.246532445237397,-0.474650903865555,1.0,1.0,0.0009990009990009,-0.0141580704217887,-0.0149518605206306,-0.0190452400817401,0.17075796952021,0.231580584716767,-0.493696143947295,1.0726921078514309,-0.1490784600006909,1.2217705678521218,-0.0025660302093247,-0.1662787965515502,0.9475811606040372,NMF1,basal-like / tumor aggressive / plasma cell
GSE272362,IU_PDA_LNM6,lymph_node_metastasis,0.0058580002497711,0.232690395463584,-0.450656841722483,0.577422577422578,1.0,0.0009990009990009,0.0079309955397116,0.0145006528685916,-0.0252372104752865,0.0137889957894828,0.247191048332175,-0.47589405219777,0.9467804998721406,-0.1036499088094264,1.050430408681567,0.1542299030186543,-0.1940755237702117,0.4413667945394228,NMF4,EMT/invasion / hypoxia / myCAF
GSE272362,IU_PDA_LNM7,lymph_node_metastasis,0.216174173661828,0.475184356566806,-0.395404540835516,1.0,1.0,0.0009990009990009,-0.0125493183146325,-0.0169429385962844,-0.0040782357120931,0.203624855347196,0.458241417970521,-0.399482776547609,1.1227297181281106,-0.6524509454827077,1.7751806636108185,-0.3923973015820662,-0.9566067447000786,0.8740399376805377,NMF4,EMT/invasion / hypoxia / myCAF
GSE272362,IU_PDA_LNM8,lymph_node_metastasis,-0.455132223603543,-0.34477578862373,-0.370050149785633,0.0009990009990009,0.0009990009990009,0.0009990009990009,-0.0113090549164891,-0.0047742985820526,-0.0210566656114309,-0.466441278520032,-0.349550087205783,-0.391106815397064,1.22776301964353,0.4545319918362914,0.7732310278072387,0.8311462695259116,0.4613681126829854,0.6971936339166,NMF3,DC/APC / IFN/MHC / immune core
