title,geo_accession,tissue,treatment,tissue.type,dcc_id,sample_id,roi_id,patient_id,aoi_type,caf_mycaf,pancaf_matrix,myeloid_macrophage,spp1_tam,tgfb_emt,ifn_apc,immune_core,t_cell,b_plasma,tumor_aggressive,tumor_epithelial
"87.2,stroma [DSP-1001660005320-D-F09]",GSM7681039,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-F09.dcc,87.2,87.2,87,stroma,-0.318360569196987,-0.182631576038727,0.393880179524094,-0.0890062498406953,0.241690903820251,0.416260247664412,0.600579431928492,0.331251443976481,,-0.399202061692583,-0.560371983801722
"89.1,tumor [DSP-1001660005320-D-F10]",GSM7681040,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-F10.dcc,89.1,89.1,89,tumor,-0.565271218484198,-0.575583543791256,-0.834036807670523,0.238944884439186,-0.701094310035957,0.454306413916039,-0.313401923928497,-1.01713693376615,,0.60338456242398,0.51400873606368
"89.1,stroma [DSP-1001660005320-D-F11]",GSM7681042,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-F11.dcc,89.1,89.1,89,stroma,-0.0604893408689333,-0.0521427933851622,0.372671980040186,0.682615701306039,-0.0811339914148485,0.854757419731483,0.652014982318371,0.809856450206401,,-0.373522038064442,-0.657772076932728
"89.2,tumor [DSP-1001660005320-D-F12]",GSM7681043,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-F12.dcc,89.2,89.2,89,tumor,-0.631219012020517,-0.59572617408252,-0.669587923615915,0.129905262012784,-0.700447533434662,1.01829570151356,-0.160976943503969,-0.795692418619509,,0.564121736174923,0.467594460150474
"89.2,stroma [DSP-1001660005320-D-G01]",GSM7681045,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-G01.dcc,89.2,89.2,89,stroma,1.6282193717058,1.23006445193194,0.485749742394738,-0.00190804300699555,0.296792242680583,0.433039406429589,0.112275141457278,0.240368516525393,,-0.252228315673824,-0.6840010874911
"76.1,tumor [DSP-1001660005320-D-G02]",GSM7681047,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-G02.dcc,76.1,76.1,76,tumor,-0.675831052084897,-0.707810974400102,-0.215940122978638,-0.07346349622459,-0.318431736542565,-0.162875369949874,-0.303369735107757,-0.90429361285552,,-0.130933979908007,0.0967335657096023
"76.1,stroma [DSP-1001660005320-D-G03]",GSM7681048,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-G03.dcc,76.1,76.1,76,stroma,-0.27271489132523,-0.352156537040198,1.6576044742985,-0.621328143009832,-0.21916677737446,0.34219332008411,0.889345310550158,0.998304355221652,,-0.538178246810139,-0.832176248405416
"76.2,tumor [DSP-1001660005320-D-G04]",GSM7681050,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-G04.dcc,76.2,76.2,76,tumor,-0.59822209426787,-0.725256428906422,-0.654532784460174,0.245369277830329,0.554731248514841,-0.615861672736012,-0.763688654632591,-0.430604925297446,,0.0617370165303966,1.87150161117326
"76.2,stroma [DSP-1001660005320-D-G05]",GSM7681052,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-G05.dcc,76.2,76.2,76,stroma,0.393126583847256,0.670373983775177,0.487266288974279,-0.398256795680987,0.408614699169961,0.639889555304218,1.26572974780532,1.50898267404821,,-0.443293268846049,-0.783596875580012
"76.3,tumor [DSP-1001660005320-D-G06]",GSM7681053,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-G06.dcc,76.3,76.3,76,tumor,-0.673666768280546,-0.776758931502031,-0.798667838430874,0.03231736023882,-0.134531581851898,-0.437457861980516,-0.627839433366503,-0.690102056969257,,-0.143880081465528,1.14242464231086
"76.3,stroma [DSP-1001660005320-D-G07]",GSM7681054,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-G07.dcc,76.3,76.3,76,stroma,0.501193184329788,0.795865465226235,0.858710170690881,-0.263530674800404,0.266869807784109,0.412113726213047,0.811654404952628,0.469264073829946,,-0.615452817196005,-0.694565741737685
"92.1,tumor [DSP-1001660005320-D-G08]",GSM7681055,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-G08.dcc,92.1,92.1,92,tumor,-0.565762913299887,-0.563704353655553,-0.130709802250423,-0.16223019832825,-0.24111300519805,0.898046354998601,0.178838378877831,-0.212427954868696,,0.868246246474097,0.323542176698907
"92.1,stroma [DSP-1001660005320-D-G09]",GSM7681056,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-G09.dcc,92.1,92.1,92,stroma,0.18418627286748,-0.0883121679550352,0.242289792628586,-0.408225992953149,-0.0544136017596748,0.424553339568532,0.719170972761769,0.994432505452333,,0.00964213765919404,-0.533896863085543
"92.2,tumor [DSP-1001660005320-D-G10]",GSM7681057,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-G10.dcc,92.2,92.2,92,tumor,-0.712459919667206,-0.735397318460591,-0.118380547475907,-0.353191507465476,-0.380677284506666,1.11548549767406,-0.0336032465262569,-0.537197637640039,,0.528451141060978,0.70640463931454
"92.2,stroma [DSP-1001660005320-D-G11]",GSM7681058,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-G11.dcc,92.2,92.2,92,stroma,-0.178145123838931,-0.311513297107912,0.338316362785842,0.0921868219472008,-0.0540247292893395,0.57049142603133,0.637975688953319,0.809997633574082,,-0.0716255941247551,-0.271829983159164
"92.3,tumor [DSP-1001660005320-D-G12]",GSM7681059,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-G12.dcc,92.3,92.3,92,tumor,-0.261756482431048,-0.460441965092385,-0.0444478862769556,-0.252716267670855,0.0159378466408273,1.12696240318959,0.563238957381773,0.0375422071944678,,1.0721498005458,0.224514231101835
"92.3,stroma [DSP-1001660005320-D-H01]",GSM7681060,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-H01.dcc,92.3,92.3,92,stroma,1.13459142148962,0.546339706097273,0.544389520953988,-0.195550683599016,0.152476351324587,0.823827019437344,0.788627632334756,0.514050814712009,,-0.0903285391320604,-0.511279204680316
"67.1,tumor [DSP-1001660005320-D-H02]",GSM7681061,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-H02.dcc,67.1,67.1,67,tumor,-0.475679134141878,-0.480107056618295,-0.555714700726796,0.387888406988617,-0.177238162913081,-0.622671111572529,-0.860971154061335,-1.14018035535682,,1.69541046922885,0.0738833897115199
"67.1,stroma [DSP-1001660005320-D-H03]",GSM7681062,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-H03.dcc,67.1,67.1,67,stroma,1.91129730477984,1.88070442388962,-0.371592571591431,-0.0633419722653227,0.284452169724624,-0.659214357427131,-0.612443198013538,-0.236052407627374,,-0.059674090860711,-0.72934074652025
"67.2,tumor [DSP-1001660005320-D-H04]",GSM7681063,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-H04.dcc,67.2,67.2,67,tumor,-0.617666366465748,-0.671063352984762,-0.600841226651283,0.972412519464286,-0.335164985486768,-0.619965504003259,-0.511723687493479,-0.12268313637212,,1.87853894458974,0.853275366187779
"67.2,stroma [DSP-1001660005320-D-H05]",GSM7681064,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-H05.dcc,67.2,67.2,67,stroma,2.53016229379649,2.32455287958583,-0.249874297671231,0.0618443279690866,0.690205143142456,-0.711719217493833,-0.403105419632301,-0.178927572907052,,-0.337375476036384,-0.728873251260127
"67.3,tumor [DSP-1001660005320-D-H06]",GSM7681065,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005320-D-H06.dcc,67.3,67.3,67,tumor,-0.0399870921442158,-0.250576660756541,-0.753789619951768,0.406351816873451,0.529488437566672,-0.260369269288189,-0.383629580944743,-0.654339660882533,,2.49304739782362,0.54242122731869
"67.3,stroma [DSP-1001660005320-D-H07]",GSM7681066,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005320-D-H07.dcc,67.3,67.3,67,stroma,2.26543582482145,2.31582144929917,0.39894378018092,0.0165617999684042,0.411626381505072,0.248427284982347,0.371105732400627,0.311911004001684,,-0.381014898613519,-0.840402547114411
"83.1,tumor [DSP-1001660005320-D-H08]",GSM7681067,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-H08.dcc,83.1,83.1,83,tumor,-0.146551847121241,-0.125583556574648,-0.419941453967725,0.134958210265543,0.0413882565069263,1.34206327110206,0.232046630210572,-0.480152516422763,,0.159954446064385,0.132790817006769
"83.1,stroma [DSP-1001660005320-D-H09]",GSM7681068,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-H09.dcc,83.1,83.1,83,stroma,0.247279950989241,0.366127796357323,1.19683169137098,-0.291810703149557,0.988720765616652,1.3830085345273,2.98206462596501,3.56245235012285,,-0.602134126608692,-0.852137527029757
"83.2,tumor [DSP-1001660005320-D-H10]",GSM7681069,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-H10.dcc,83.2,83.2,83,tumor,-0.0791008234771633,0.108906833013164,-0.472244034743341,0.23449757712114,-0.227589892564981,0.981550405295702,-0.60416081960292,-0.427689489961409,,0.564645632560378,0.470217856440127
"83.2,stroma [DSP-1001660005320-D-H11]",GSM7681070,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005320-D-H11.dcc,83.2,83.2,83,stroma,1.83809206957379,2.17449651967914,0.812697170832573,-0.198282117313401,0.831937663331746,1.10196313150197,1.18011527258244,0.960696121531675,,-0.545395927128297,-0.815485982305754
"83.3,tumor [DSP-1001660005320-D-H12]",GSM7681071,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005320-D-H12.dcc,83.3,83.3,83,tumor,-0.549337186072303,-0.545822413639602,-0.577193035998916,0.0470137645865868,0.0384389553831562,0.472154228426775,-0.703661030669926,-1.07677911450023,,0.182881267761086,0.680040753200152
"35.1,tumor [DSP-1001660005322-B-A08]",GSM7681073,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-A08.dcc,35.1,35.1,35,tumor,0.132146108814146,-0.22483135821328,-0.579122338737197,0.775595300541878,-0.0770925581162007,-0.0426515744631089,-0.328509816666283,-0.420314923494107,,0.361742529486307,0.50957854157458
"35.1,stroma [DSP-1001660005322-B-A09]",GSM7681074,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-A09.dcc,35.1,35.1,35,stroma,2.27041045766428,1.65647150069224,0.606966958712683,0.0906635169170964,0.247107078630455,0.348919529428638,0.533558970280001,0.457052765633763,,-0.609245358178451,-0.865787741047171
"35.2,tumor [DSP-1001660005322-B-A10]",GSM7681075,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-A10.dcc,35.2,35.2,35,tumor,-0.756347596695123,-0.522073752321638,-0.401161418345178,0.28799889781468,-0.182120814875215,-0.292829885096616,-0.0662327992764413,-0.109680280497668,,0.542175619547409,-0.104672807542379
"35.2,stroma [DSP-1001660005322-B-A11]",GSM7681076,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-A11.dcc,35.2,35.2,35,stroma,-0.641874898930921,-0.540065054090757,0.0625126078549054,0.228966471197133,-0.135664381086194,-0.349007289606535,0.402555932629564,0.551453200003662,,-0.0589013810194614,-0.876134343115238
"39.1,tumor [DSP-1001660005322-B-A12]",GSM7681077,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-A12.dcc,39.1,39.1,39,tumor,-0.634033997897367,-0.699308827885209,-0.132809065516368,0.251090536014202,-0.379941014522582,-0.478186022641502,-0.438538628739471,0.0717282272107412,,-0.241233651498246,0.151796760823448
"39.1,stroma [DSP-1001660005322-B-B01]",GSM7681078,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B01.dcc,39.1,39.1,39,stroma,0.13266535727613,-0.0141972160802503,-0.166528503795233,-0.434069118160745,-0.152556001105425,-0.260481468765209,0.107081061190967,0.00971680523448353,,-0.292921233638265,-0.760521188443501
"39.2,tumor [DSP-1001660005322-B-B02]",GSM7681079,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-B02.dcc,39.2,39.2,39,tumor,-0.734402613756876,-0.606760547675927,-0.175911207240533,-0.0495483382767883,-0.187603796821195,-0.497071940572447,-0.06761132555043,0.345837895498779,,-0.329834814824366,-0.0578617102572759
"39.2,stroma [DSP-1001660005322-B-B03]",GSM7681080,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B03.dcc,39.2,39.2,39,stroma,-0.474062712617488,-0.530030997576607,0.280481696580988,-0.112632828147961,-0.506151374323972,-0.515826471303952,0.00187182993249039,-0.258771855192078,,-0.450654967338806,-0.653455948094177
"39.3,tumor [DSP-1001660005322-B-B04]",GSM7681081,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-B04.dcc,39.3,39.3,39,tumor,-0.723567077354622,-0.798731950922216,-0.425621102877587,-0.172937469789523,-0.564150066617386,-0.301979333797133,-0.713475134680022,-0.70606659651213,,-0.0283933570017053,1.03210555554632
"39.3,stroma [DSP-1001660005322-B-B05]",GSM7681082,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B05.dcc,39.3,39.3,39,stroma,-0.537430746824214,-0.249509778335735,-0.217657512455828,-0.525845338681295,0.558930225703621,-0.0780159353842739,0.376211163334588,-0.165185679276098,,-0.22347119288347,0.567177335667203
"40.1,stroma [DSP-1001660005322-B-B07]",GSM7681084,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B07.dcc,40.1,40.1,40,stroma,-0.568152803437503,-0.304219140157348,-0.441150460066971,-0.362872223280093,0.0334675038493727,-0.46512630439024,0.0952288126337376,-0.316341156400638,,-0.0744529003202857,-0.856892423493001
"40.2,tumor [DSP-1001660005322-B-B08]",GSM7681085,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-B08.dcc,40.2,40.2,40,tumor,-0.665819691287912,-0.554241796901283,-0.293952096091018,-0.495614105879473,-0.300736524745618,-0.705803521860319,0.141249750761801,1.36446272096748,,0.360538910346897,-0.335978418778413
"40.2,stroma [DSP-1001660005322-B-B09]",GSM7681086,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B09.dcc,40.2,40.2,40,stroma,0.237987017610427,0.317491576362142,0.362126673248298,0.907814415239245,-0.321956742630959,-0.807050789909037,-0.277344063058328,0.0812353541301856,,0.0585939572172964,-0.81174435412164
"40.3,stroma [DSP-1001660005322-B-B11]",GSM7681088,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-B11.dcc,40.3,40.3,40,stroma,-0.749852517771011,-0.190252938379822,0.45709721468566,-0.272577855317406,0.0735523748973148,-0.510035884882845,-0.19529044908723,-0.0594709422860864,,-0.487410825491562,-0.278040258372363
"41.1,tumor [DSP-1001660005322-B-B12]",GSM7681089,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-B12.dcc,41.1,41.1,41,tumor,-0.20953842753771,-0.224183533157487,-0.57507438062694,-0.466798124604266,-0.174470287068633,0.185959773063242,-0.396066543364334,-0.803665658263316,,1.10943547527722,0.640194249745161
"41.1,stroma [DSP-1001660005322-B-C01]",GSM7681090,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-C01.dcc,41.1,41.1,41,stroma,1.93167212797831,1.57349990417863,0.544924305969438,-0.607695853624985,0.261634698779266,-0.239540139077672,-0.193588624370203,0.130904189776319,,-0.359123010348863,-0.787882496424473
"41.2,tumor [DSP-1001660005322-B-C02]",GSM7681091,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-C02.dcc,41.2,41.2,41,tumor,1.38782373698256,0.543451939704081,-0.596923927589633,-0.403695648408034,-0.120326190735145,0.191530059749145,-0.367134377428966,-0.237020185010374,,1.82339563445371,0.845338700086265
"41.2,stroma [DSP-1001660005322-B-C03]",GSM7681092,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-C03.dcc,41.2,41.2,41,stroma,1.9595758928549,2.20635449768082,0.553331275542341,-0.449390307659178,0.282868619319441,-0.569910115436204,-0.139454070728619,0.589992595837571,,-0.22721299158382,-0.639091066585864
"41.3,stroma [DSP-1001660005322-B-C05]",GSM7681094,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-C05.dcc,41.3,41.3,41,stroma,0.208294234239698,0.230720028312141,0.750646834072106,-0.4920447536912,0.459332672614212,1.25687936209399,1.79974991390515,1.59257825156559,,-0.474986619571186,-0.724527986323576
"48.1,stroma [DSP-1001660005322-B-C07]",GSM7681096,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-C07.dcc,48.1,48.1,48,stroma,0.0440883440459808,0.0147677243382328,-0.0154422780065248,-0.319824241582047,-0.363054666174461,-0.470392877556493,-0.313702652812357,-0.316776595957496,,-0.0953944843872014,-0.355458753157616
"48.2,stroma [DSP-1001660005322-B-C09]",GSM7681098,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-C09.dcc,48.2,48.2,48,stroma,0.655749874776048,0.423763901641173,0.245693493389192,-0.625790668021701,0.295519149520016,-0.170094601869952,0.418637508590462,0.402248863364848,,-0.40139319008403,-0.896451529590455
"48.3,tumor [DSP-1001660005322-B-C10]",GSM7681099,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-C10.dcc,48.3,48.3,48,tumor,-0.409176670874304,-0.595099514653159,-0.597170818091404,0.376951013556889,-0.340983590953076,-0.0969752106913485,-0.485493500504976,-0.983133621211419,,1.11239224963877,0.807867890300871
"49.1,tumor [DSP-1001660005322-B-C12]",GSM7681101,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-C12.dcc,49.1,49.1,49,tumor,-0.763042913936654,-0.844197535612586,-0.485342657356639,-0.218680290626463,-0.566381062597542,0.318309220932523,-0.033320474119889,-0.218972075531827,,0.179448168623773,0.589820009710476
"49.1,stroma [DSP-1001660005322-B-D01]",GSM7681102,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D01.dcc,49.1,49.1,49,stroma,-0.459420847428575,-0.238276826894149,-0.232630861766999,-0.15731084585142,-0.0239181641807574,0.508994732021442,0.794795742391982,0.770732390977358,,-0.21953685880077,0.273864929828397
"49.2,tumor [DSP-1001660005322-B-D02]",GSM7681103,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-D02.dcc,49.2,49.2,49,tumor,-0.800797259222325,-0.557947244492457,-0.800716124954755,0.413622235648589,-0.437881091429926,-0.687989284538081,-0.629533217784015,-0.593335076127282,,-0.177675517723699,0.707739507233028
"49.2,stroma [DSP-1001660005322-B-D03]",GSM7681104,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D03.dcc,49.2,49.2,49,stroma,-0.518484863496972,-0.395132053906923,-0.656918686880122,-0.631938205712317,0.0785418588624623,-0.337519610606482,0.114745887715733,0.275381073428007,,0.0249485891440763,-0.382744184275851
"49.3,stroma [DSP-1001660005322-B-D05]",GSM7681106,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D05.dcc,49.3,49.3,49,stroma,2.15832978053949,2.0080542448133,0.0606703233179411,-0.673373779903905,0.389015890904057,-0.483907662351694,-0.46485469405207,-0.215213338222732,,-0.425644402313614,-0.824449758189033
"54.1,tumor [DSP-1001660005322-B-D06]",GSM7681107,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-D06.dcc,54.1,54.1,54,tumor,-0.720482197891514,-0.703947923572665,-0.0200875593300438,0.470818842608247,-0.610839364875538,-0.731022583703838,-0.714572699294525,-0.202117338594416,,-0.0908659286473738,0.203587978803933
"54.1,stroma [DSP-1001660005322-B-D07]",GSM7681108,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D07.dcc,54.1,54.1,54,stroma,-0.50614051258195,-0.442011277197926,0.373277761789436,0.123754064548304,-0.108374648665729,-0.560424641373982,-0.149878475550801,0.308541368535182,,-0.363579315418932,-0.684663845414448
"54.2,stroma [DSP-1001660005322-B-D09]",GSM7681110,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D09.dcc,54.2,54.2,54,stroma,-0.511541675482958,-0.732359163535583,-0.106261624234665,0.113685472752521,-0.716527781665267,-0.533157614926663,-0.276155464936928,-0.533300261635194,,-0.218225035620321,-0.182750763344178
"54.3,tumor [DSP-1001660005322-B-D10]",GSM7681111,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-D10.dcc,54.3,54.3,54,tumor,-0.534629035108256,-0.484799979239661,0.0379941687469032,0.104383915309748,0.166408284963698,-0.687090325774246,-0.763502537781986,-0.462806188639215,,0.439562247502806,0.315072317406637
"54.3,stroma [DSP-1001660005322-B-D11]",GSM7681112,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-D11.dcc,54.3,54.3,54,stroma,0.976681620336375,0.694990804432051,0.227988217076768,-0.0980770602418082,-0.0131721246076383,-0.587839867539923,-0.0680882549323932,-0.0220741076661791,,-0.407643145544579,-0.754586932144813
"55.1,tumor [DSP-1001660005322-B-D12]",GSM7681113,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-D12.dcc,55.1,55.1,55,tumor,-0.131877203222964,0.058128853789362,-0.213014170160033,0.575564068861516,-0.104145437498499,0.118690500808175,0.11000815971951,0.421990198571828,,1.49085931668189,0.742661470341313
"55.1,stroma [DSP-1001660005322-B-E01]",GSM7681114,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-E01.dcc,55.1,55.1,55,stroma,1.71217008485431,1.13480789328148,1.15834452487541,0.299496470451805,-0.250235630077747,-0.461418140437255,0.23194647241431,0.87285975992884,,-0.0921692223763971,-0.728205870806676
"55.2,tumor [DSP-1001660005322-B-E02]",GSM7681115,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-E02.dcc,55.2,55.2,55,tumor,-0.503436556055599,-0.231272352050153,-0.183995899953374,0.426496634778159,-0.412826482766471,-0.322924169058188,-0.455075336458263,-0.243878626222552,,0.419687436154414,0.35781928098183
"55.2,stroma [DSP-1001660005322-B-E03]",GSM7681116,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-E03.dcc,55.2,55.2,55,stroma,1.08515544746467,1.06640845420201,0.589739738316264,-0.199542391489472,-0.231756070019717,-0.329062563367933,0.280755008448688,0.348588198184301,,-0.144499918921753,-0.800142322619501
"55.3,tumor [DSP-1001660005322-B-E04]",GSM7681117,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-E04.dcc,55.3,55.3,55,tumor,1.22623294082856,1.08857889336315,0.548972995907554,0.535797164481295,-0.0843213779553741,0.1265418610136,0.0430785882128947,-0.478677904162142,,1.26741995629248,0.648316595041923
"55.3,stroma [DSP-1001660005322-B-E05]",GSM7681118,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-E05.dcc,55.3,55.3,55,stroma,1.83518006113572,3.16978670406601,2.40330025684329,0.52996920130953,0.393992217469479,0.138179616000017,0.26893491286797,0.103117417702205,,-0.414681873954814,-0.651105117924759
"56.1,tumor [DSP-1001660005322-B-E06]",GSM7681119,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-E06.dcc,56.1,56.1,56,tumor,-0.826600473953404,-0.877514744409275,-0.66106992027541,-0.0536008540099819,-0.161840409562001,0.321344500147757,-0.155178747012156,-0.664461897105131,,0.121975509420374,0.332302963842385
"56.2,tumor [DSP-1001660005322-B-E08]",GSM7681121,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-E08.dcc,56.2,56.2,56,tumor,-0.814251703277303,-0.832833602308446,-0.798959806879186,-0.0290563788327806,-0.517358095411717,-0.150031659926899,-0.149806919876315,-0.134895713858695,,0.155626785277031,0.662350077141928
"56.2,stroma [DSP-1001660005322-B-E09]",GSM7681122,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-E09.dcc,56.2,56.2,56,stroma,-0.608776521761197,-0.741969163497764,-0.298922992713281,-0.329432136473844,-0.394404908634229,0.119939930374421,0.431682196634108,2.61058976730409,,-0.558287793897226,-0.515555565279722
"56.3,tumor [DSP-1001660005322-B-E10]",GSM7681123,Pancreatic Ductal Adenocarcinoma,Treated,tumor,DSP-1001660005322-B-E10.dcc,56.3,56.3,56,tumor,-0.644731043493565,-0.611182460412507,-0.819761203470554,-0.309419394502637,-0.190554795575184,-0.432683895529138,-0.685024492650302,-0.67589166010344,,-0.362240897323975,0.0837412971226558
"56.3,stroma [DSP-1001660005322-B-E11]",GSM7681124,Pancreatic Ductal Adenocarcinoma,Treated,stroma,DSP-1001660005322-B-E11.dcc,56.3,56.3,56,stroma,-0.213035765353204,0.104419383877533,0.234889791732104,-0.523918991119271,0.500723564990449,-0.164400876738329,-0.162538835746768,0.096966468762413,,-0.726536041590981,-0.768606880112798
"57.1,tumor [DSP-1001660005322-B-E12]",GSM7681125,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-E12.dcc,57.1,57.1,57,tumor,-0.111340760975624,-0.155211315220084,-0.559505974236202,-0.129888985734333,0.290123235924893,-0.423032314502896,-0.973532939521839,-0.492584955280975,,0.776234791577681,0.60193088777194
"57.1,stroma [DSP-1001660005322-B-F01]",GSM7681126,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-F01.dcc,57.1,57.1,57,stroma,2.08487370174681,2.13191426354495,0.152721375210394,-0.394386131449206,1.31947899281776,-0.340043764356836,-0.333867186846351,-0.267296380192822,,-0.354411933359429,-0.612182967164147
"57.2,tumor [DSP-1001660005322-B-F02]",GSM7681127,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-F02.dcc,57.2,57.2,57,tumor,-0.754843305081478,-0.763151561285806,-0.421348578193576,-0.380656378182226,-0.640106231735063,0.643455851766426,-0.208717093933477,-0.73205399273928,,-0.24311598641265,1.01762379478055
"57.2,stroma [DSP-1001660005322-B-F03]",GSM7681128,Pancreatic Ductal Adenocarcinoma,Naïve,stroma,DSP-1001660005322-B-F03.dcc,57.2,57.2,57,stroma,-0.268490446033927,-0.000234802425112257,-0.0771702490881887,-0.29469739165638,0.00179396833476241,0.644608199403514,0.806368680941838,0.898813099821691,,-0.587775082019974,-0.430442179985054
"57.3,tumor [DSP-1001660005322-B-F04]",GSM7681129,Pancreatic Ductal Adenocarcinoma,Naïve,tumor,DSP-1001660005322-B-F04.dcc,57.3,57.3,57,tumor,-0.475730458942125,-0.384508505694075,-0.41906651736636,-0.218759409942836,0.0851600003314332,0.157016550404112,-0.690919383093877,-0.340805043462765,,0.195713582546018,0.633076794719013
